URI	score	html	type	position
doi:10.1594/PANGAEA.924717	18.221771	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924717"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise ARK XXII/1a</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK XXII/1a  (Bremerhaven - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">69 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924717"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924717</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 18.22</span></div></li>"	member	10
doi:10.1594/PANGAEA.924706	18.21151	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924706"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS93.1 (ARK-XXIX/2.1)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS93.1 (Longyearbyen - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">21 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924706"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924706</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 18.21</span></div></li>"	member	11
doi:10.1594/PANGAEA.982409	18.209923	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.982409"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2025):</strong> Whale sightings during POLARSTERN cruise PS143/2</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS143/2 (Tromsø – Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a ""certainty"" level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">33 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.982409"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.982409</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 18.21</span></div></li>"	member	12
doi:10.1594/PANGAEA.924589	17.877634	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924589"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS106/2 (ARK-XXXI/1.2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS106/2 (Longyearbyen - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">36 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924589"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924589</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.88</span></div></li>"	member	13
doi:10.1594/PANGAEA.924715	17.846476	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924715"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise ARK-XXII/1c</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK-XXII/1c  (Longyearbyen - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">60 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924715"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924715</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.85</span></div></li>"	member	14
doi:10.1594/PANGAEA.924705	17.813276	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924705"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS93.2 (ARK-XXIX/2.2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS93.2 (Tromsø - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">99 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924705"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924705</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.81</span></div></li>"	member	15
doi:10.1594/PANGAEA.924701	17.811028	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924701"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS100 (ARK-XXX/2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS100 (Tromsø - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">81 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924701"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924701</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.81</span></div></li>"	member	16
doi:10.1594/PANGAEA.982410	17.673681	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.982410"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2025):</strong> Whale sightings during POLARSTERN cruise PS144</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS144 (Tromsø – Bremerhaven) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a ""certainty"" level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">6 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.982410"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.982410</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.67</span></div></li>"	member	17
doi:10.1594/PANGAEA.924569	17.52292	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924569"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS115/2</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS115/2 (Longyearbyen - Bremerhaven) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">36 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924569"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924569</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.52</span></div></li>"	member	18
doi:10.1594/PANGAEA.924702	17.496927	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924702"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS99.2 (ARK-XXX/1.2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS99.2 (Longyearbyen - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">99 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924702"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924702</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.5</span></div></li>"	member	19
doi:10.1594/PANGAEA.924587	17.483727	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924587"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS107 (ARK-XXXI/2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS107 (Tromsø - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">78 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924587"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924587</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.48</span></div></li>"	member	20
doi:10.1594/PANGAEA.924713	17.424063	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924713"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise ARK-XXIII/2</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK-XXIII/2 (Longyearbyen - Reykjavik) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">24 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924713"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924713</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.42</span></div></li>"	member	21
doi:10.1594/PANGAEA.929096	17.392208	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.929096"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2021):</strong> Whale sightings during POLARSTERN cruise ARK-XXVII/3 (PS80/3)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK-XXVII/3 (Tromsø - Bremerhaven) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">93 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.929096"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.929096</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.39</span></div></li>"	member	22
doi:10.1594/PANGAEA.896939	17.366058	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.896939"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2019):</strong> Whale sightings during POLARSTERN cruise PS114</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Size:</td><td class=""content"">57 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.896939"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.896939</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.37</span></div></li>"	member	23
doi:10.1594/PANGAEA.972703	17.322884	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.972703"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2024):</strong> Whale sightings during POLARSTERN cruise PS138</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS138 (Tromsø – Bremerhaven) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge.  Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a ""certainty"" level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">24 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.972703"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.972703</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.32</span></div></li>"	member	24
doi:10.1594/PANGAEA.929095	17.264877	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.929095"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2021):</strong> Whale sightings during POLARSTERN cruise ARK-XXVII/2 (PS80/2)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK-XXVII/2 (Longyearbyen -Tromsø ) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">69 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.929095"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.929095</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.26</span></div></li>"	member	25
doi:10.1594/PANGAEA.924714	17.264345	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924714"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise ARK-XXIII/1</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise ARK-XXIII/1 (Bremerhaven - Longyearbyen) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">15 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924714"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924714</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.26</span></div></li>"	member	26
doi:10.1594/PANGAEA.924585	17.238997	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924585"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS108 (ARK-XXXI/3)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS108 (Tromsø - Tromsø) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">18 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924585"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924585</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.24</span></div></li>"	member	27
doi:10.1594/PANGAEA.924704	17.188326	"<li><div class=""citation""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924704"" target=""_self"" class=""dataset-link""><strong>Burkhardt, E (2020):</strong> Whale sightings during POLARSTERN cruise PS94 (ARK-XXIX/3)</a></div><table class=""result"" summary=""Dataset abstract and size"" cellspacing=""0"" cellpadding=""0""><tr><td class=""title"">Abstract:</td><td class=""content"">Data on whale distribution and abundance in the polar oceans is rather sparse, as implementing the standard surveying method, line-transect surveys, is challenging and costly. To overcome this problem, we initiated a program to electronically log all opportunistic cetacean sightings during all Polarstern expeditions through the nautical officer on watch. Opportunistic (visual) sightings by naked eye were logged during Polarstern Cruise PS94 (Tromsø - Bremerhaven) by the nautical officer on duty using a customized Software package (WALOG, WhAleLOGger) installed on a touch screen laptop located on the ship's bridge. Species were identified by naked eye or handheld binoculars (7x50) to the lowest possible taxonomical level and assigned a “certainty” level of identification. The number of animals were counted if possible or estimated for larger groups. Whenever identification to species level was not possible, the next identifiable taxonomical category was assigned. […]</td></tr><tr><td class=""title"">Size:</td><td class=""content"">51 data points</td></tr></table><div class=""datasetid""><a href=""https://doi.pangaea.de/10.1594/PANGAEA.924704"" target=""_self"" class=""dataset-link doi-link"">https://doi.org/10.1594/PANGAEA.924704</a> – <span title=""The score is a measurement of relevancy (see TF-IDF algorithm). The value is not absolute and only suitable to compare hits from the same result set."">Score: 17.19</span></div></li>"	member	28
